Product,ProductId,Brand,Quantity,Unit,Barcode,Category,Price,UnitPrice,SpecialPrice,BestPrice30,AnchorPrice
KEKS BAIOCCHI 168g  BARILLA,90403982,BARILLA,0.17 kg,ko,8076809574969,HRANA,2.49,14.82,,,2.34
TJEST FUSILLI BEZ GL 400g BARILLA,90270289,BARILLA,0.40 kg,ko,8076809545464,HRANA,5.49,13.73,,,4.99
TIJESTO FARFALLE 65 500g BARILLA,04310327,BARILLA,0.50 kg,ko,8076809580144,HRANA,3.09,6.18,,,3.05
TIJES BARILLA FUSILLI INTEGR 500g,04052279,BARILLA,0.50 kg,ko,8076809529457,HRANA,3.49,6.98,,,3.39
FILE PANGASIUSA PAKIRANI KONZUM,02197676,,1.00 kg,kg,,HRANA,8.59,8.59,,,8.19
PORILUK,01401857,,1.00 kg,kg,3850334173225,HRANA,1.99,1.99,,,1.99
BRANCIN L SVJ PAK KONZUM,02199535,,1.00 kg,kg,,HRANA,9.99,9.99,,,9.99
PAPALINA SVJ PAK KONZUM,02199548,,1.00 kg,kg,,HRANA,2.39,2.39,,,2.39
ŠARAN SVJ ODREZAK PAK KONZUM,90032931,,1.00 kg,kg,,HRANA,8.19,8.19,,,8.19
ORADA DIVLJA PAKIRANA,90266086,,1.00 kg,kg,,HRANA,8.79,8.79,,,8.79
OSLIĆ SVJ PAKIRANA KONZUM,90405326,,1.00 kg,kg,,HRANA,4.59,4.59,,,4.59
PASTRVA SVJ PAK KONZUM,02199511,,1.00 kg,kg,,HRANA,5.59,5.59,,,5.59
LIMUN,01411805,,1.00 kg,kg,3856017202480,HRANA,1.49,1.49,,,1.49
TOLSTOLOBIK FILET PAK KONZUM,90389239,,1.00 kg,kg,,HRANA,10.59,10.59,,,10.59
DOMAĆI KRUH 1000g,90306954,,1.00 kg,ko,,HRANA,1.49,1.49,,,1.49
LUK CRVENI,01400528,,1.00 kg,kg,3850334386182,HRANA,0.84,0.84,,,0.84
JABUKA ZELENA 2 kg,01411196,,2.00 kg,ko,3850334049087,HRANA,2.19,1.1,,,2.19
TRLJA SVJ PAKIRANA KONZUM,90405107,,1.00 kg,kg,,HRANA,4.19,4.19,,,4.19
ORADA I SVJ PAK KONZUM,02199516,,1.00 kg,kg,,HRANA,10.99,10.99,,,10.49
RIBLJE GLAVE SVJ PAK KONZUM,02197294,,1.00 kg,kg,,HRANA,2.49,2.49,,,2.49
ORADA L SVJ PAK KONZUM,02199534,,1.00 kg,kg,,HRANA,11.59,11.59,,,10.79
ORADA OČIŠĆENA KONZUM,90699410,,1.00 kg,kg,,HRANA,,10.99,10.99,13.99,11.99
LOKARDA SVJ PAK KONZUM,02199529,,1.00 kg,kg,,HRANA,3.99,3.99,,,3.99
PAGAR OČIŠČEN 400-600 PAK KONZUM,90800892,,1.00 kg,kg,,HRANA,13.99,13.99,,,13.99
SOM SVJ ODREZAK KONZUM,90341037,,1.00 kg,kg,,HRANA,10.99,10.99,,,9.99
KRUH PLETENICA 500G ŠKANJATA,90268493,,0.50 kg,ko,,HRANA,1.95,3.9,,,1.86
KRUH FRANCUZ BIJELI 350G ŠKANJATA,90268491,,0.35 kg,ko,,HRANA,1.75,5,,,1.66
PASTRVA OČIŠ SVJ PAK KONZUM,02198767,,1.00 kg,kg,,HRANA,,6.49,6.49,6.49,7.39
JABUKA ZLATNI DELIŠES,01411106,,1.00 kg,kg,3850334173614,HRANA,1.79,1.79,,,1.59
AVOKADO KOM,01410080,,0.20 kg,ko,2011171540101,HRANA,,3.45,0.69,1.25,1.19
BLITVA VEZANA KOM,01409940,,0.50 kg,ko,3850334385925,HRANA,1.89,3.78,,,1.49
PAPRIKA BABURA,01408960,,1.00 kg,kg,3850334173423,HRANA,2.25,2.25,,,3.99
TIKVICE,01401776,,1.00 kg,kg,3850334173195,HRANA,0.99,0.99,,,1.49
INTEGRALNI KRUH 500g,90306956,,0.50 kg,ko,,HRANA,2.39,4.78,,,2.19
SOM SVJ ODREZAK PAK KONZUM,90306878,,1.00 kg,kg,,HRANA,9.99,9.99,,,9.99
KRUH SATELIT 500G ŠKANJATA,90268492,,0.50 kg,ko,,HRANA,2.05,4.1,,,1.92
"ŠNICLE OD SV  KAREA RAW-ŠTILJ 400 g ",90750681,RAW ŠTILJ,0.40 kg,ko,3850334111227,HRANA,3.59,8.98,,,3.59
MARINIRANI PILEĆI ZABATAK RAW-ŠTILJ,90408133,RAW ŠTILJ,1.00 kg,kg,3850159155314,HRANA,5.49,5.49,,,5.19
MARINIRANA PILEĆA KRILA RAW-ŠTILJ,90408130,RAW ŠTILJ,1.00 kg,kg,3850159155307,HRANA,6.29,6.29,,,4.49
SV MARINIRANA REBRA PIKANT RAWSTILJ,90317230,RAW ŠTILJ,1.00 kg,kg,3850139442182,HRANA,8.99,8.99,,,8.49
"MARINIRANI PILEĆI MIX RAW-ŠTILJ ",90672695,RAW ŠTILJ,1.00 kg,kg,3850159155352,HRANA,8.59,8.59,,,8.19
BBQ KOBASICA 400g RAWSTILJ,90317232,RAW ŠTILJ,0.40 kg,ko,3850139442175,HRANA,3.69,9.23,,,3.39
MARINIRANI PILEĆI BATAK ZABATAK OTKOŠTENI RAW-ŠTILJ,90785367,RAW ŠTILJ,1.00 kg,kg,3850159155376,HRANA,7.09,7.09,,,6.69
BURGER PECIVO RAW ŠTILJ 2x80g,90486563,RAW ŠTILJ,0.16 kg,ko,3850334411877,HRANA,0.93,5.81,,,0.86
MARINIRANI RAŽNJIĆI FILEA PRSA RAW-ŠTILJ,90785418,RAW ŠTILJ,1.00 kg,kg,3850159155369,HRANA,9.69,9.69,,,9.19
VJEŠALICA PUNJ SIR I ŠUNK RAW ŠTILJ 400g MAP,90677932,RAW ŠTILJ,0.40 kg,ko,3859893373893,HRANA,4.19,10.48,,,4.19
ROŠTILJ KOBASICA S TOPLJ SIR 300g RAW-ŠTILJ,90623815,RAW ŠTILJ,0.30 kg,ko,3850334017925,HRANA,3.89,12.97,,,3.59
SUDŽUKICA 540g (MA) RAW ŠTILJ,90373265,RAW ŠTILJ,0.54 kg,ko,3850139446906,HRANA,7.09,13.13,,,6.89
ČOKOLADA MLIJ. KOM XXL 100g RUF,90670207,RUF,0.10 kg,ko,4002809024276,HRANA,2.95,29.5,,,2.75
VODA MINERALNA SARA 1.5L,90406990,SARA,1.50 l,ko,3875000181779,PIĆE,0.87,0.58,,,0.55
MASLINE CRNE PEČENE 100g SACLA,90485131,SACLA,0.10 kg,ko,8001060001404,HRANA,2.89,28.9,,,2.65
KAPARI U OCTU 200g SACLA,90485200,SACLA,0.11 kg,ko,8001060001657,HRANA,3.19,29,,,2.99
SLAD TORTERIE PISTACIJA 500ml,90487015,TORTERIE MACARON,0.50 l,ko,3859893855009,HRANA,9.09,18.18,,,8.39
SLAD TORTERIE NUTELLISSIMO 500ml,90599597,TORTERIE MACARON,0.50 l,ko,3859893855306,HRANA,9.09,18.18,,,8.39
ŠTAPIĆI SLANI SALTAS 45g,90076231,SALTAS,0.05 kg,ko,3856014112881,HRANA,0.63,14,,,0.49
ŠTAPIĆI SALTAS KIKIRIKI 4PACK 160g,90089551,SALTAS,0.16 kg,ko,3856014114205,HRANA,2.05,12.81,,,1.89
PERECI SLANI SALTAS 200G,90082088,SALTAS,0.20 kg,ko,3856014114908,HRANA,2.05,10.25,,,1.59
ŠTAPIĆI SLANI SALTAS 220g,90076227,SALTAS,0.22 kg,ko,3856014112850,HRANA,2.05,9.32,,,1.59
VINO VALDEMAR FINC VALDE CRIAN 0.75L,90411400,VALDEMAR,0.75 l,ko,8412619001132,PIĆE,25.49,33.99,,,23.49
ČOKOL SAMO TI MALINA 100g ZVEČEVO,90080679,SAMO TI,0.10 kg,ko,3858888573829,HRANA,1.49,14.9,,,1.39
KRUH PEKA BIJELA 600g PREKPALAJ,90627942,PREKPALAJ,0.60 kg,ko,,HRANA,0.89,1.48,,,0.89
KRUH SREDNJI FRANCUZ 400g PREKPALAJ,04016517,PREKPALAJ,0.40 kg,ko,,HRANA,1.09,2.73,,,0.99
KRUH CVIJET 600g PREKPALAJ,90627944,PREKPALAJ,0.60 kg,ko,,HRANA,1.59,2.65,,,1.52
KRUH SA SJEMENKAMA 400g PREKPALAJ,04016523,PREKPALAJ,0.40 kg,ko,,HRANA,1.25,3.13,,,1.17
KRUH ŠKROVADA 600g PREKPALAJ,90627943,PREKPALAJ,0.60 kg,ko,,HRANA,1.35,2.25,,,1.23
SANITAR STRONG 650ml,08031150,SANITAR,0.65 l,ko,3850111503399,SREDSTVA ZA ČIŠĆENJE,3.19,4.91,,,2.49
SANITAR ORIG FOREST FRESH 750ml,08031078,SANITAR,0.75 l,ko,3850111502736,SREDSTVA ZA ČIŠĆENJE,2.75,3.67,,,2.45
SANITAR ORIGINAL 750ml 2620,08030338,SANITAR,0.75 l,ko,3850111502620,SREDSTVA ZA ČIŠĆENJE,2.75,3.67,,,2.45
LIKER UNDERBERG BITTER 0.02L,03080197,UNDERBERG,0.02 l,ko,40341002,PIĆE,1.99,99.5,,,1.85
PIVO UNION 0.5L LIM,03040034,UNION,0.50 l,ko,3838999050013,PIĆE,1.45,2.9,,,1.35
VANISH POWERGEL 200ml,90080561,VANISH,0.20 l,ko,5997321745633,SREDSTVA ZA ČIŠĆENJE,8.69,43.45,,,8.49
VANISH OXI SPRAY 500ml,90063663,VANISH,0.50 l,ko,5997321744674,SREDSTVA ZA ČIŠĆENJE,8.69,17.38,,,8.49
TRAKE VEET DEPIL NOGE 20/1,90705159,VEET,20.00 ko,ko,5997321774732,KOZMETIKA,9.39,0.47,,,8.89
KREMA VEET OSJETLJIVA KOŽA 100ML,06594885,VEET,0.10 l,ko,5997321773438,KOZMETIKA,6.39,63.9,,,5.99
PALENTA INSTANT 450g ŠAFRAM,90391189,ŠAFRAM,0.45 kg,ko,3859890104001,HRANA,0.85,1.89,,,0.85
MAK MLJEVENI 200g ŠAFRAM,01310251,ŠAFRAM,0.20 kg,ko,3859888163157,HRANA,2.75,13.75,,,1.79
CIMET MLJEVENI 10g ŠAFRAM,04100689,ŠAFRAM,0.01 kg,ko,3859888163300,HRANA,0.47,47,,,0.44
PAPAR CRNI MLJEVENI 100g ŠAFRAM,04100566,ŠAFRAM,0.10 kg,ko,3859888163034,HRANA,2.89,28.9,,,2.72
CIMET U KORI 20g ŠAFRAM,04101262,ŠAFRAM,0.02 kg,ko,3859890104261,HRANA,1.15,57.5,,,1.09
PAPRIKA SLATKA 100g ŠAFRAM,04100715,ŠAFRAM,0.10 kg,ko,3859888163065,HRANA,2.05,20.5,,,1.69
PAPAR CRNI MLJEVENI 50g ŠAFRAM,04104290,ŠAFRAM,0.05 kg,ko,3859888163089,HRANA,1.85,37,,,1.72
PAPRIKA LJUTA 100g ŠAFRAM,04105024,ŠAFRAM,0.10 kg,ko,3859888163058,HRANA,2.05,20.5,,,1.89
BOMBON ŠUMI FRU FRU TATOO 74g ŽITO,04196764,ŠUMI,0.07 kg,ko,3838700040548,HRANA,1.95,26.35,,,1.79
PJENA TAFT GLANZ 200ml  3667,06542678,TAFT,0.20 l,ko,3838824083667,KOZMETIKA,5.69,28.45,,,5.39
GEL TAFT POW ACTIV 150  2188,06540286,TAFT,0.15 l,ko,9000101723229,KOZMETIKA,6.29,41.89,,,5.89
PJENA TAFT VOLUM ULTRA 200ml,06542679,TAFT,0.20 l,ko,3838824083704,KOZMETIKA,5.69,28.45,,,5.39
LAK TAFT POWER CASHMERE OVERFILL,06540611,TAFT,0.25 l,ko,9000100477505,KOZMETIKA,5.69,22.76,,,5.39
LAK TAFT VOLUMEN 250ml,06540607,TAFT,0.25 l,ko,3838824058245,KOZMETIKA,5.69,22.76,,,5.39
VOSAK TAFT POWER 75ml,90060148,TAFT,0.08 l,ko,9000100340373,KOZMETIKA,6.29,83.86,,,5.89
GEL TAFT LOOKS MAX POW 150ml,06541057,TAFT,0.15 l,ko,9000101723502,KOZMETIKA,6.29,41.93,,,5.89
LAK TAFT ULTRA STRONG 250ml,06540610,TAFT,0.25 l,ko,4012800706002,KOZMETIKA,5.69,22.76,,,5.39
KRUH KUK MIJ CIJELI PAK 500g MLINAR,90056495,MLINAR,0.50 kg,ko,3858881122086,HRANA,2.75,5.5,,,2.55
PECIVO ŽEMLJA PRIMORSKA 100g MLINAR,04010028,MLINAR,0.10 kg,ko,3858881122956,HRANA,1.05,10.5,,,0.95
KRUH BIJELI SENDVIČ 650g MLINAR,04010007,MLINAR,0.65 kg,ko,3858881122796,HRANA,2.05,3.15,,,1.85
KRUH PRIMORSKI 500g MLINAR,90703612,MLINAR,0.50 kg,ko,3858889899966,HRANA,2.35,4.7,,,2.15
KRUH HELJDIN 450g PAK MLINAR,90485265,MLINAR,0.45 kg,ko,3858889894008,HRANA,2.29,5.09,,,1.69
PECIVO SA SJEMENKAMA 5/1 250g MLINAR,90406410,MLINAR,0.25 kg,ko,3858881126046,HRANA,1.69,6.76,,,1.15
KREMŠNITA 2/1 PAK 280g MLINAR,90382875,MLINAR,0.28 kg,ko,3858889892400,HRANA,4.09,14.61,,,2.99
KRUH MLIN PEKA TAM PAK 700g MLINAR,90363464,MLINAR,0.70 kg,ko,3858881123724,HRANA,2.85,4.07,,,2.65
KRUH SKANDINAVSKI 700g MLINAR,90320585,MLINAR,0.70 kg,ko,3858881122512,HRANA,3.49,4.99,,,3.19
TOAST CLASSIC 400g MLINAR,90714180,MLINAR,0.40 kg,ko,3858881120419,HRANA,2.05,5.13,,,1.85
KRUH PRIMOŠT PAK 650g MLINAR,90290202,MLINAR,0.65 kg,ko,3858881120389,HRANA,2.15,3.31,,,1.95
MRVICE KRUŠNE 500g  MLINAR,04040202,MLINAR,0.50 kg,ko,3858881121713,HRANA,1.35,2.7,,,1.25
KRUH BIJELI SENDVIČ PAK 650g MLINAR,04016480,MLINAR,0.65 kg,ko,3858881127517,HRANA,2.15,3.31,,,1.95
DVOPEK INTEGRALNI 320g MLINAR,90400862,MLINAR,0.32 kg,ko,3858881120792,HRANA,2.79,8.72,,,2.55
DVOPEK CLASSIC 320g MLINAR,90400859,MLINAR,0.32 kg,ko,3858881120891,HRANA,2.79,8.72,,,2.55
KRUH KALNIČKI PAK 600g MLINAR,90363458,MLINAR,0.60 kg,ko,3858881127371,HRANA,2.35,3.92,,,1.85
KOLAČ MAĐARICA 500g MLINAR,90295417,MLINAR,0.50 kg,ko,3856028401162,HRANA,7.69,15.38,,,6.99
SIRNICA PAK 400g MLINAR,90290218,MLINAR,0.40 kg,ko,3858881127913,HRANA,2.95,7.38,,,2.65
KOLAČI FINI DOMAĆI 290g MLINAR,90493497,MLINAR,0.29 kg,ko,3858889893704,HRANA,5.49,18.93,,,4.99
KRUH CHIA 400g PAK MLINAR,90485261,MLINAR,0.40 kg,ko,3858889894039,HRANA,2.29,5.73,,,1.79
ŽEMLJA 5/1 300g MLINAR,90406411,MLINAR,0.30 kg,ko,3858881126473,HRANA,1.69,5.63,,,1.15
KOLAČI MIJEŠANI 500g MLINAR,90400680,MLINAR,0.50 kg,ko,3858889892509,HRANA,11.99,23.98,,,10.79
KRUH KALNIČKI 600g MLINAR,90363457,MLINAR,0.60 kg,ko,3858881121706,HRANA,2.19,3.65,,,1.79
KRUH CORNY PAK 450g MLINAR,90706781,MLINAR,0.45 kg,ko,3858881124387,HRANA,2.29,5.09,,,1.79
RUSTIKA S KRUŠNE PEĆI 400g MLINAR,90290186,MLINAR,0.40 kg,ko,3858881124417,HRANA,2.15,5.38,,,1.95
KRUH PRIMOŠTENSKI 650g MLINAR,90290160,MLINAR,0.65 kg,ko,3858881129092,HRANA,2.05,3.15,,,1.85
KRUH SOFTY PAK 400g MLINAR,90140637,MLINAR,0.40 kg,ko,3858881127067,HRANA,2.05,5.13,,,1.59
KRUH KUK MIJEŠANI 500g MLINAR,90056494,MLINAR,0.50 kg,ko,3858881123618,HRANA,2.55,5.1,,,2.35
KRUH POLUBIJELI 700g PAK MLINAR,04011230,MLINAR,0.70 kg,ko,3858881127500,HRANA,1.79,2.56,,,1.55
PECIVO BIJELO 5/1 250g MLINAR,90406415,MLINAR,0.25 kg,ko,3858881122741,HRANA,1.69,6.76,,,1.15
KRUH MLINAROVA PEKA TAMNA 700g MLINAR,90363462,MLINAR,0.70 kg,ko,3858881128675,HRANA,2.79,3.99,,,2.55
KRUH SA SJEMENKAMA 410g MLINAR,90339890,MLINAR,0.41 kg,ko,3858889890567,HRANA,2.05,5,,,1.85
KRUH RIBARSKI 500g MLINAR,90290178,MLINAR,0.50 kg,ko,3858881125513,HRANA,2.55,5.1,,,2.35
KRUH SUVITOL REZ PAK 500g MLINAR,90083522,MLINAR,0.50 kg,ko,3858889891069,HRANA,3.19,6.38,,,2.99
KRUH FIT 420g PAK MLINAR,90714325,MLINAR,0.42 kg,ko,3856028400967,HRANA,2.49,5.93,,,1.79
KRUH PRIMORSKI 500g PAK MLINAR,90703613,MLINAR,0.50 kg,ko,3858889899973,HRANA,2.45,4.9,,,2.25
KRUH MORNAR 500g MLINAR,90290165,MLINAR,0.50 kg,ko,3858881129085,HRANA,2.35,4.7,,,2.19
PJENUŠAC MOET&CHANDON ICE IMP 0.75L,90397206,MOET&CHANDON,0.75 l,ko,3185370773017,PIĆE,77.99,103.99,,,72.49
CHAMPAGNE MOET  & CHAN GRAND VINTA 2006 GIFT BOX 0.75l,90263084,MOET&CHANDON,0.75 l,ko,3185370769270,PIĆE,131.99,175.99,,,122.99
CHAMPAGNE MOET &CHAND IMPERIAL 1.5L,03031013,MOET&CHANDON,1.50 l,ko,3185370785249,PIĆE,126.99,84.66,,,117.99
CHAMPAGNE MOET&CHAND BRUT IM 0.75L,03030268,MOET&CHANDON,0.75 l,ko,3185370729960,PIĆE,66.99,89.32,,,61.99
DESERT MONTE LJEŠNJAK 4X100g ZOTT,02321077,MONTE,0.40 kg,ko,40145389,HRANA,3.09,7.73,,,2.52
DESERT MONTE 150g ZOTT,90039873,MONTE,0.15 kg,ko,40338248,HRANA,1.39,9.27,,,1.29
MLIJEKO ČOKOLADNO MONTE DRINK 200ML,02331204,MONTE,0.20 l,ko,4014500026510,HRANA,1.05,5.25,,,0.95
PANCETA DIMLJ KOCKICE NAR 2X70g,90240558,MONTORSI,0.14 kg,ko,80639749,HRANA,2.85,20.36,,,2.65
MUESLI CRUNCH NATU ŠUMSKO VOĆE 350g,90386067,NATUREL,0.35 kg,ko,3858889364815,HRANA,4.09,11.69,,,3.79
DVOPEK MINI CLASSIC 120G NATUREL,90258605,NATUREL,0.12 kg,ko,3858889361593,HRANA,1.65,13.75,,,1.49
ŠUMEĆE TABL MAGNEZIJ 96g NATUREL,04280421,NATUREL,0.10 kg,ko,3858887241743,HRANA,2.59,26.98,,,2.45
MUESLI CRUNCH NATU GRAN FRUIT 350g,04172623,NATUREL,0.35 kg,ko,3858887245062,HRANA,4.09,11.69,,,3.79
MAG 375+VIT B6 DIRE 30g NATUREL,90410569,NATUREL,0.03 kg,ko,3858889365034,HRANA,3.99,133,,,3.69
ŠUMEĆE TABL MULTIV 96g NATUREL,04280419,NATUREL,0.10 kg,ko,3858887241729,HRANA,2.59,26.98,,,2.45
MUESLI CRUNCH NATU CL 350g,04171155,NATUREL,0.35 kg,ko,3858887240739,HRANA,4.09,11.69,,,3.79
NAMAZ POVRĆE 75g NATUREL,90030971,NATUREL,0.08 kg,ko,3858887246243,HRANA,1.69,22.53,,,1.55
MUESLI CRUNCH NATU GRAN CHOCO 350g,04172622,NATUREL,0.35 kg,ko,3858887245055,HRANA,4.09,11.69,,,3.79
MUESLI CRUNCHY CHOCOLATE 350g AWT,90170685,NATUREL,0.35 kg,ko,3859889139304,HRANA,4.09,11.69,,,3.79
PANCETA 1/4 DOBRO,90670324,DOBRO,1.00 kg,kg,3850133812486,HRANA,18.39,18.39,,,23.99
SLANINA NARESCI 90g DOBRO,90428295,DOBRO,0.09 kg,ko,3850133800827,HRANA,3.69,41,,,3.39
BUĐOLA GASTRO DOBRO,90391130,DOBRO,1.00 kg,kg,3850133800933,HRANA,26.49,26.49,,,15.99
SALAMA SLAVONSKA DOBRO,90570231,DOBRO,1.00 kg,kg,3850133812707,HRANA,16.99,16.99,,,16.99
BUĐOLA NARESCI 90G,90280097,DOBRO,0.09 kg,ko,3850133800797,HRANA,2.95,32.78,,,2.75
PRŠUT NARESCI 90 g PREMIUM DOBRO,90851045,DOBRO,0.09 kg,ko,3850133816224,HRANA,4.59,51,,,4.59
PRŠUT NARESCI 90G,90280107,DOBRO,0.09 kg,ko,3850133800773,HRANA,3.89,43.22,,,3.59
PRŠUT DOBRO NAR 250g,90732052,DOBRO,0.25 kg,ko,3850133804115,HRANA,10.19,40.76,,,9.39
SALAMA NEGRA NARESCI 90 g PREM DOBRO,90851048,DOBRO,0.09 kg,ko,3850133816286,HRANA,4.59,51,,,4.59
KULEN NARESCI 90 g PREMIUM DOBRO,90851043,DOBRO,0.09 kg,ko,3850133816255,HRANA,4.59,51,,,4.59
SLANINA NARESCI 250g DOBRO,90361694,DOBRO,0.25 kg,ko,3850133808014,HRANA,9.09,36.36,,,8.49
SPREJ LOREAL MR IZRAST TAMNO SMEĐA 75ML,90258681,LOREAL MAGIC RETOUCH,0.08 l,ko,3600523192878,KOZMETIKA,8.59,114.53,,,8.09
PRŠUT DALM NAR 100g BARIĆ,90400848,BARIĆ,0.10 kg,ko,3859892323097,HRANA,4.29,42.9,,,3.89
SIR FETA 200 g DELISO,90895229,DELISO,0.20 kg,ko,3850334433725,HRANA,3.19,15.95,,,3.19
SIR MEKI PLAVA PL DELISO 100 g,90795615,DELISO,0.10 kg,ko,3838900832318,HRANA,1.95,19.5,,,1.79
SIR TOPLJ LIST GOUDA DELISO 200g,90750912,DELISO,0.20 kg,ko,3850334082602,HRANA,2.15,10.75,,,1.95
SIR TOPLJ LIST EMENTAL DELISO 200g,90750907,DELISO,0.20 kg,ko,3850334082626,HRANA,2.15,10.75,,,1.95
SIR TOPLJ LIST CHEDDAR DELISO 200g,90750917,DELISO,0.20 kg,ko,3850334082664,HRANA,2.15,10.75,,,1.95
SIR MEKI CAMMEMBERT DELISO 125g,90712738,DELISO,0.13 kg,ko,3838900826584,HRANA,2.15,17.2,,,1.95
CIDER STARI LISAC 0.5L PB,90273227,STARI LISAC,0.50 l,ko,3850103003494,PIĆE,1.35,2.7,,,1.25
CIDER STARI LISAC 0.5 L LIM,90403541,STARI LISAC,0.50 l,ko,3850103902117,PIĆE,1.79,3.58,,,1.65
PIVO KRUŠOVICE 0.5L 4 PACK LIM,90316091,KRUŠOVICE,2.00 l,ko,8594009922699,PIĆE,6.69,3.35,,,6.19
PIVO KRUŠOVICE LIM 0.5l,90290784,KRUŠOVICE,0.50 l,ko,8594009921449,PIĆE,1.85,3.7,,,1.69
KAVA LEDENA HELL LATTE 250ml,90494811,HELL ENERGY,0.25 l,ko,5999860497073,HRANA,1.69,6.76,,,1.55
NAPITAK HELL LIME SPRITZ 0.25 L,90914833,HELL,0.25 l,ko,5999571055692,PIĆE,1.25,5,,,1.25
NAPITAK HELL GOJI BERRY 0.5 L,90826162,HELL,0.50 l,ko,5999571054695,PIĆE,1.95,3.9,,,1.79
NAPITAK HELL FOCUS 0.25L,90314304,HELL,0.25 l,ko,5999885747733,PIĆE,1.25,5,,,1.15
NAPITAK HELL RED GRAPE 0.25l,90291601,HELL,0.25 l,ko,5999884034506,PIĆE,1.25,5,,,1.15
NAPITAK HELL PEACH LEMON 0.5 L,90835107,HELL,0.50 l,ko,5999571051878,PIĆE,1.95,3.9,,,1.79
NAPITAK HELL CLASSIC 0.25l,90291597,HELL,0.25 l,ko,5999884034469,PIĆE,1.25,5,,,1.15
NAPITAK HELL BLACK CHERRY 0.5 L,90826152,HELL,0.50 l,ko,5999884034346,PIĆE,1.95,3.9,,,1.79
NAPITAK HELL APPLE STRONG 0.25L,90870006,HELL,0.25 l,ko,5999884034612,PIĆE,1.25,5,,,1.15
NAPITAK HELL ENERGY 0.5l,90391958,HELL,0.50 l,ko,5999884034209,PIĆE,1.95,3.9,,,1.79
PIVO SAN SERVOLO SVIJETLO 0.33L NB,90300329,SAN SERVOLO,0.33 l,ko,3859893049019,PIĆE,2.75,8.33,,,2.55
PIVO SAN SERVOLO IPA 0.33L NB,90300326,SAN SERVOLO,0.33 l,ko,3859893049170,PIĆE,3.09,9.36,,,2.85
PIĆE ALKOH HOLIDAY CREAM 0.7L,90424685,HOLIDAY CREAM,0.70 l,ko,4009887221702,PIĆE,9.49,13.56,,,8.89
DATULJA MAZAFATI SVJEŽA 500 g MV,90915225,MARJAN VOĆE,0.50 kg,ko,3858893922421,HRANA,3.79,7.58,,,3.79
PISTACIJA PEČENA U LJUSCI 300g,90707164,MARJAN VOĆE,0.30 kg,ko,3872084015358,HRANA,7.99,26.63,,,5.99
KEKS PREKRAŠNI PUNJ VIŠNJA 220g,90485666,PREKRAŠNI KOLAČIĆI,0.22 kg,ko,3850102011278,HRANA,2.95,13.41,,,2.75
KEKS PREKRAŠNI PUNJ NOUGAT 220g,90485660,PREKRAŠNI KOLAČIĆI,0.22 kg,ko,3850102011254,HRANA,2.95,13.41,,,2.75
KEKS PREKRAŠNI PUNJ KAKAOM 220g,90485648,PREKRAŠNI KOLAČIĆI,0.22 kg,ko,3850102011230,HRANA,2.95,13.41,,,2.75
KEKS PREKRAŠNI PUNJ LIMUNOM 220g,90485656,PREKRAŠNI KOLAČIĆI,0.22 kg,ko,3850102011216,HRANA,2.95,13.41,,,2.75
KEKS PREKRAŠNI PUNJ KOKOS 200g,90692801,PREKRAŠNI KOLAČIĆI,0.20 kg,ko,3850102005413,HRANA,2.95,14.75,,,2.75
VINO CABER SAUV SANTA LUCIA 0.75 l,90800263,SANTA LUCIA,0.75 l,ko,7804661041012,PIĆE,6.39,8.52,,,3.99
VINO SAUVIG BLANC SANTA LUCIA 0.75 l,90800268,SANTA LUCIA,0.75 l,ko,7804661040718,PIĆE,6.39,8.52,,,3.99
VINO MERLOT SANTA LUCIA 0.75 l,90800266,SANTA LUCIA,0.75 l,ko,7804661040701,PIĆE,6.39,8.52,,,3.99
MIN VODA KISELJAK 1.5L PET,03180015,SAR KISELJAK,1.50 l,ko,3871059000078,PIĆE,1.05,0.7,,,0.75
MIN VODA KISELJAK 0.5L GAZ PET,03180016,SAR KISELJAK,0.50 l,ko,3871059000023,PIĆE,0.89,1.78,,,0.85
TRETMAN SCHAUMA BOOSTER TONIC 200 ml,90825338,SCHAUMA,0.20 l,ko,9000101738162,KOZMETIKA,5.69,28.45,,,5.39
ŠAMPON SCHAUMA ANTIDANDR SENS 400 ml,90825335,SCHAUMA,0.40 l,ko,9000101737844,KOZMETIKA,5.69,14.23,,,5.39
ŠAMPON SCHAUMA MEN SPORT 400ml,90082448,SCHAUMA,0.40 l,ko,9000100860246,KOZMETIKA,4.79,11.98,,,4.45
ŠAMPON SCHAUMA MULTI SHINE 400ml,06525353,SCHAUMA,0.40 l,ko,3838824086736,KOZMETIKA,4.79,11.98,,,4.45
ŠAMPON SCHAUMA 7 LJEK TR 400ml,06521657,SCHAUMA,0.40 l,ko,3838824086750,KOZMETIKA,4.79,11.98,,,4.19
ŠAMPON SCHAUMA ZA MUŠKAR 400ml,06521656,SCHAUMA,0.40 l,ko,3838824086675,KOZMETIKA,4.79,11.98,,,4.45
ŠAMPON SCHAUMA REG NJEGA 400ml,06521655,SCHAUMA,0.40 l,ko,3838824138923,KOZMETIKA,4.79,11.98,,,4.45
MASLINE ZEL S PAPR 235/125 g SERPIS,90889765,SERPIS,0.13 kg,ko,8410344700160,HRANA,2.29,18.32,,,2.15
VODA DONATURAL LIMUNSKA TRAVA 0.5 L,90889791,DONATURAL,0.50 l,ko,3838471056335,PIĆE,1.95,3.9,,,1.79
