Product,ProductId,Brand,Quantity,Unit,Barcode,Category,Price,UnitPrice,SpecialPrice,BestPrice30,AnchorPrice
KOBASICA ČAJNA NAR K PLUS 250g,90648015,K PLUS,0.25 kg,ko,3850334019059,HRANA,4.89,19.56,,,4.59
ULJE MASL EX DJEV 0.5L K PLUS,90599799,K PLUS,0.50 l,ko,3850334441904,HRANA,6.59,13.18,,,6.39
KOLAČ BIJELA PITA K PLUS 400g,90468093,K PLUS,0.40 kg,ko,3850334385512,HRANA,5.89,14.73,,,4.29
PITA S JABUKAMA 500g K PLUS,90366020,K PLUS,0.50 kg,ko,3850334189233,HRANA,4.69,9.38,,,4.25
PITA PRHKA 450g K PLUS,90366019,K PLUS,0.45 kg,ko,3850334189493,HRANA,4.69,10.42,,,4.25
ŠUNKA KUHANA K PLUS 200g NAR,90364995,K PLUS,0.20 kg,ko,3850334186270,HRANA,2.05,10.25,,,1.79
NAMAZ KIKIRIKI MASLAC K PLUS 350g,90362818,K PLUS,0.35 kg,ko,3850334153913,HRANA,3.39,9.69,,,3.19
PAPRIKA PEČENA K PLUS 680g/390g,90350384,K PLUS,0.39 kg,ko,3850334148629,HRANA,3.19,8.18,,,2.99
PRŠUT K PLUS 500G NAR MAXX,90286979,K PLUS,0.50 kg,ko,3850334341518,HRANA,15.59,31.18,,,9.99
PAŠTETA ČAJNA K PLUS 50g AL,90153725,K PLUS,0.05 kg,ko,3850334529886,HRANA,0.59,11.8,,,0.55
RIŽA K PLUS PARBOILED 1kg SB,90061276,K PLUS,1.00 kg,ko,3850334340160,HRANA,2.19,2.19,,,2.15
MRVICE K PLUS 500G,04027594,K PLUS,0.50 kg,ko,3858881121720,HRANA,1.25,2.5,,,1.05
JAJA SVJEŽA K PLUS M 6/1,02510669,K PLUS,6.00 ko,ko,3850334186942,HRANA,2.59,0.43,,,2.19
JOGURT K PLUS PROACTIVE NATUR 150g,02324214,K PLUS,0.15 kg,ko,3850334078636,HRANA,0.43,2.87,,,0.38
MLIJEKO K PLUS TRAJNO 2.8% 1L,02233999,K PLUS,1.00 l,ko,3850334079220,HRANA,0.79,0.79,,,0.79
SIR GAUDA K PLUS 300 g,90919706,K PLUS,0.30 kg,ko,3850334444967,HRANA,3.79,12.63,,,3.79
VREĆICA PAPIRNATA KONZUM,90794966,K PLUS,1.00 ko,ko,3850334113726,PROIZVODI ZA KUĆANSTVO,0.45,0.45,,,0.39
DŽEM K PLUS EXTRA VIŠNJA 350g,90794856,K PLUS,0.35 kg,ko,3850334111371,HRANA,2.85,8.14,,,2.65
KAŠA JEČMENA K PLUS 750g,90725924,K PLUS,0.75 kg,ko,3850334055170,HRANA,0.97,1.29,,,0.85
MLIJ NAM K PLUS 70g,90724740,K PLUS,0.07 kg,ko,3850334063182,HRANA,0.65,9.29,,,0.55
SIRUP K PLUS LEDENI ČAJ BRESKVA 1L,90703451,K PLUS,1.00 l,ko,3850334044174,PIĆE,2.99,2.99,,,2.55
KOBASICA DOM SUHA S PAPRIK K PLUS,90670454,K PLUS,1.00 kg,kg,,HRANA,14.39,14.39,,,13.39
PEČENICA DALM SUHA NAR K PLUS 250g,90648013,K PLUS,0.25 kg,ko,3850334019073,HRANA,6.59,26.36,,,6.09
SIR TVRDI LIVANJSKI K PLUS 300g,90632968,K PLUS,0.30 kg,ko,3850334011336,HRANA,7.19,23.97,,,6.69
SIR POLUTV RIB ZA PIZZU K PLUS 250g,90598281,K PLUS,0.25 kg,ko,3850334001016,HRANA,3.69,14.76,,,3.39
VREĆICA JUMBO KONZUM,90573536,K PLUS,1.00 ko,ko,3850334524218,PROIZVODI ZA KUĆANSTVO,0.23,0.23,,,0.2
PAŠTETA JETRENA K PLUS 95G LO,90153733,K PLUS,0.10 kg,ko,3850334524478,HRANA,0.99,10.42,,,0.89
JAJA SVJ K PLUS M 10/1 PODNI UZGOJ,90148335,K PLUS,10.00 ko,ko,3850334421111,HRANA,3.39,0.34,,,2.89
SIR POLUTVRDI EDAMER K PLUS 100g,90141883,K PLUS,0.10 kg,ko,3850334406323,HRANA,1.49,14.9,,,1.39
MINI MOZZARELLA K PLUS 125g,90070153,K PLUS,0.13 kg,ko,3850334387974,HRANA,1.85,14.8,,,1.59
DŽEM K PLUS ŠIPAK 840g,90066879,K PLUS,0.84 kg,ko,3850334351050,HRANA,4.29,5.11,,,3.98
RIŽA K PLUS DUGO ZRNO 1kg SB,90061250,K PLUS,1.00 kg,ko,3850334340191,HRANA,2.29,2.29,,,1.99
SIR GAUDA K PLUS 100 g,90919702,K PLUS,0.10 kg,ko,3850334444929,HRANA,1.49,14.9,,,1.49
PALENTA INSTANT K PLUS 500g,90725553,K PLUS,0.50 kg,ko,3850334063120,HRANA,0.95,1.9,,,0.89
SIRUP K PLUS BOROVNICA 1L,90703463,K PLUS,1.00 l,ko,3850334044310,PIĆE,2.99,2.99,,,2.55
BRAŠNO K PLUS KUKURUZNO 1kg,90513311,K PLUS,1.00 kg,ko,3850334413260,HRANA,1.09,1.09,,,1.09
KOLAČI MIKS 400g K PLUS,90385617,K PLUS,0.40 kg,ko,3850334189585,HRANA,4.99,12.48,,,4.51
REZANCI ŠIROKI S JAJ 400g K PLUS,90366164,K PLUS,0.40 kg,ko,3850334154163,HRANA,1.39,3.48,,,1.39
PAŠTETA KOKOŠJA  K PLUS 95g LO,90360465,K PLUS,0.10 kg,ko,3850334267177,HRANA,0.99,10.42,,,0.89
SOL FINISH 1.5kg,08030474,FINISH ADW,1.50 kg,ko,8594002682736,SREDSTVA ZA ČIŠĆENJE,3.59,2.39,,,3.58
TAB FINISH AIO MAX TAB 94,90382289,FINISH ADW,94.07 ko,ko,5997321736280,SREDSTVA ZA ČIŠĆENJE,27.49,0.29,,,26.49
FINISH QUANTUM AIO LEMON 36TAB,90785458,FINISH ADW,36.00 ko,ko,5999109581532,SREDSTVA ZA ČIŠĆENJE,19.59,0.54,,,18.99
SJAJILO FINISH S&D REGULAR 400ML,08011905,FINISH ADW,0.40 l,ko,5999109581938,SREDSTVA ZA ČIŠĆENJE,4.59,11.48,,,4.38
NEG PIĆE FIS NARANČA 2L,90082618,FIS,2.00 l,ko,3850108072846,PIĆE,2.15,1.08,,,2.05
NEG PIĆE FIS JABUKA 2L,90082619,FIS,2.00 l,ko,3850108072839,PIĆE,2.15,1.08,,,2.05
BOMBONJERA FONTANA 194G KRAŠ,90161637,FONTANA,0.19 kg,ko,3850102505289,HRANA,7.79,40.15,,,7.29
KEKS DOMAĆICA EXTRA CHOC NAR VR 220 g,90800786,DOMAĆICA,0.22 kg,ko,3850102009626,HRANA,3.99,18.14,,,3.19
KEKS DOMAĆICA EXTRA CHOCO VR 220g,90800550,DOMAĆICA,0.22 kg,ko,3850102009640,HRANA,3.99,18.14,,,3.19
KEKS DOMAĆICA MULTIGRAIN 275g KRAŠ,90704764,DOMAĆICA,0.28 kg,ko,3850102006830,HRANA,3.99,14.51,,,3.19
KEKS DOMAĆIC MULTIGRAIN MINI VR 100g,90875327,DOMAĆICA,0.10 kg,ko,3850102013685,HRANA,1.49,14.9,,,1.39
KEKS DOMAĆICA TAMNA 275g KRAŠ,90073751,DOMAĆICA,0.28 kg,ko,3850102501779,HRANA,3.99,14.51,,,3.19
KEKS DOMAĆICA ORIGINAL 300g,04151246,DOMAĆICA,0.30 kg,ko,3850102314126,HRANA,3.99,13.3,,,3.19
KEKS DOMAĆICA ORIGINAL VR 170 g,90875330,DOMAĆICA,0.17 kg,ko,3850102014613,HRANA,2.29,13.47,,,2.15
KEKS DOMAĆICA KOKOS 275g KRAŠ,90518216,DOMAĆICA,0.28 kg,ko,3850102521388,HRANA,3.99,14.51,,,3.19
DOMESTOS PF FLORAL 700ml,90750202,DOMESTOS,0.70 l,ko,8720181345920,SREDSTVA ZA ČIŠĆENJE,4.49,6.41,,,3.99
DOMESTOS TB WHITE&SHINE 750ML,90258189,DOMESTOS,0.75 l,ko,8710908675089,SREDSTVA ZA ČIŠĆENJE,3.69,4.91,,,3.29
DOMESTOS PINE 750ML     9797,08030272,DOMESTOS,0.75 l,ko,5996037079797,SREDSTVA ZA ČIŠĆENJE,3.69,4.92,,,2.95
DOMESTOS PJENA FLORAL FRESH 435 ml,90864976,DOMESTOS,0.44 l,ko,8720182796424,SREDSTVA ZA ČIŠĆENJE,4.99,11.47,,,4.89
DOMESTOS CITRUS 750ML   9780,08030271,DOMESTOS,0.75 l,ko,5996037079780,SREDSTVA ZA ČIŠĆENJE,3.69,4.92,,,3.19
PECIVO HAMBI SA SEZAMOM 2/1 170 g DON,90795493,DON DON,0.17 kg,ko,3858885565636,HRANA,1.39,8.18,,,1.25
KRUH DOMAĆI SA SJEMENKAMA 400G DON DON,90228048,DON DON,0.40 kg,ko,3830043040346,HRANA,2.75,6.88,,,1.85
KRUH DOMAĆI MIJEŠANI 400G DON DON,90228061,DON DON,0.40 kg,ko,3830043040353,HRANA,2.25,5.63,,,1.85
PECIVO HAMBI SEZAM 4/1 340G DON DON,90170349,DON DON,0.34 kg,ko,3858885564530,HRANA,2.45,7.21,,,2.25
KRUH DOMAĆI MEDITERANEO 400 g DON DON,90789919,DON DON,0.40 kg,ko,3830085170483,HRANA,2.75,6.88,,,1.85
PECIVO HOT DOG 4/1 250G DON DON,90170399,DON DON,0.25 kg,ko,3858885564547,HRANA,2.25,9,,,2.05
PECIVO HOT DOG 2/1 280g DON DON,04016315,DON DON,0.28 kg,ko,3858885560303,HRANA,1.85,6.61,,,1.69
KRUH DOMAĆI KUKURUZNI 400g DON DON,90228019,DON DON,0.40 kg,ko,3830043040339,HRANA,2.75,6.88,,,1.85
TEQUILA DON JULIO 1942  0.7 l,90714093,DON JULIO,0.70 l,ko,7506064300191,PIĆE,334.99,478.56,,,314.99
TEQUILA BLANCO DON JULIO 0.7L,90392582,DON JULIO,0.70 l,ko,7506064300160,PIĆE,71.49,102.12,,,66.99
TEQUILA DON JULIO REPOSADO 0.7 L,90835016,DON JULIO,0.70 l,ko,7506064300177,PIĆE,94.49,134.99,,,87.49
MIN VODA DONAT MG 1L GAZ PET,03180050,DONAT,1.00 l,ko,3838600024945,PIĆE,2.49,2.49,,,2.35
MIN VODA DONAT MG 0.5L GAZ PET,03180004,DONAT,0.50 l,ko,3838600253345,PIĆE,1.59,3.18,,,1.49
AJVAR BLAGI 560g DOORA,90745390,DOORA,0.56 kg,ko,3858894541621,HRANA,3.89,6.95,,,3.59
KRASTAVAC EXCLUSIVE 290g DOORA,90697858,DOORA,0.29 kg,ko,3858894541676,HRANA,3.09,10.66,,,2.85
ČOK ZA KUHANJE BIJELA 200g DORINA,90553346,DORINA,0.20 kg,ko,3850102008643,HRANA,4.45,22.25,,,4.45
ČOKOL DORINA MLIJEČNA 80g,04213178,DORINA,0.08 kg,ko,3850102111961,HRANA,1.03,12.88,,,1.03
ČOKOLADICE DORINA MINI LOVE 125 g,90869654,DORINA,0.13 kg,ko,3850102008834,HRANA,3,24,,,4.99
ČOKOLADA DORINA KARAMELA BADEM 100 g,90885319,DORINA,0.10 kg,ko,3850102014835,HRANA,2.29,22.9,,,1.45
ČOKOLADA DORINA JAGODA VANILIJA 245 g,90765237,DORINA,0.25 kg,ko,3850102010011,HRANA,5.69,23.22,,,5.29
ČOKOLADA DORINA NAPOLITANKA 290g,90411107,DORINA,0.29 kg,ko,3850102519552,HRANA,5.69,19.62,,,4.69
ČOKOL DORINA PUNCH PUNJ 100g,04212496,DORINA,0.10 kg,ko,3850102110711,HRANA,2.29,22.9,,,1.45
ČOKOL DORINA RIŽA 220g NL,04211160,DORINA,0.22 kg,ko,3850102123452,HRANA,5.19,23.59,,,4.79
ČOKOLADA DORINA DOMAĆICA 105g,90411130,DORINA,0.11 kg,ko,3850102519323,HRANA,2.29,21.81,,,1.45
ČOKOL ZA JELO I KUHANJE 200g KRAŠ,04341008,DORINA,0.20 kg,ko,3850102113613,HRANA,4.49,22.45,,,2.99
ČOKOL DORINA LEDENA 100g,04212302,DORINA,0.10 kg,ko,3850102117215,HRANA,2.29,22.9,,,1.45
ČOKOL ZA JELO I KUHANJE 100g KRAŠ,04212221,DORINA,0.10 kg,ko,3850102110605,HRANA,2.39,23.9,,,2.25
ČOKOLADA DORINA KARAMELA BADEM 250 g,90885321,DORINA,0.25 kg,ko,3850102010028,HRANA,5.69,22.76,,,5.39
ČOKOLADA DORINA PETIT BEURRE 240 g,90765234,DORINA,0.24 kg,ko,3850102010004,HRANA,5.69,23.71,,,5.29
ČOKOLADA DORINA KREM LJEŠNJAK 98 g,90765188,DORINA,0.10 kg,ko,3850102005734,HRANA,2.29,24.13,,,1.45
ČOKOLADA DORINA NAPOLITANKA 100g,90411114,DORINA,0.10 kg,ko,3850102519521,HRANA,2.29,22.9,,,1.45
ČOK DORINA MLIJEČNA 250g FLOW PACK,90083726,DORINA,0.25 kg,ko,3850102502189,HRANA,5.19,20.76,,,4.49
ČOKOLADA DORINA MOUSSE ČOKO 270g,90373535,DORINA,0.27 kg,ko,3850102517138,HRANA,5.69,21.07,,,5.29
NAMAZ POVRTNI SLANUTAK 95g ARGETA,90675212,ARGETA,0.10 kg,ko,8606018021826,HRANA,2.19,23.05,,,2.05
PAŠTETA KOK SLAVONSKA ARGETA 95G,90268336,ARGETA,0.10 kg,ko,3838471031394,HRANA,1.59,16.74,,,1.49
PAŠTETA OD SARDINE 95g ARGETA,90187471,ARGETA,0.10 kg,ko,3838471029919,HRANA,1.59,16.74,,,1.49
PAŠTETA TUNA JUNIOR ARGETA 95g,90108984,ARGETA,0.10 kg,ko,3838471019057,HRANA,2.29,24.11,,,2.15
PAŠTETA KOKOŠJA ARGETA 95g,90047247,ARGETA,0.10 kg,ko,3838975567009,HRANA,1.59,16.74,,,1.49
PAŠTETA OD TUNE 95g ARGETA,90047225,ARGETA,0.10 kg,ko,3838975567061,HRANA,2.29,24.11,,,2.15
DET ARIEL EXTRA CLEAN 20 TAB,90662828,ARIEL,20.00 ko,ko,8001090803474,SREDSTVA ZA ČIŠĆENJE,10,0.5,,,10
DET ARIEL OXI 1.76 kg=32PR,90769974,ARIEL,1.76 kg,ko,8700216361040,SREDSTVA ZA ČIŠĆENJE,10,5.68,,,10
DET ARIEL COLOR 2.75 kg=50PR,90886385,ARIEL,3.00 kg,ko,8700216733267,SREDSTVA ZA ČIŠĆENJE,24.49,8.16,,,23.99
DET ARIEL COLOR 1.125 L=25 PR,90886375,ARIEL,1.13 l,ko,8700216691925,SREDSTVA ZA ČIŠĆENJE,15.59,13.86,,,15.19
DET ARIEL EX STAIN REMOVAL38TAB,90886271,ARIEL,38.01 ko,ko,8700216764254,SREDSTVA ZA ČIŠĆENJE,28.49,0.75,,,27.99
DET ARIEL COLOR 30TAB,90886215,ARIEL,30.00 ko,ko,8700216766173,SREDSTVA ZA ČIŠĆENJE,20.49,0.68,,,19.59
DET ARIEL FRESH 2.75 kg=50 PR,90886377,ARIEL,3.00 kg,ko,8700216733540,SREDSTVA ZA ČIŠĆENJE,24.49,8.16,,,23.99
DET ARIEL EX STAIN REMOVAL 26TAB,90886268,ARIEL,26.00 ko,ko,8700216765305,SREDSTVA ZA ČIŠĆENJE,20.49,0.79,,,19.59
DET ARIEL LE FRESH AIR 1.35 L=30 PR,90886450,ARIEL,1.35 l,ko,8700216690966,SREDSTVA ZA ČIŠĆENJE,20.49,15.18,,,19.59
DET ARIEL COLOR 1L=20PR,90705882,ARIEL,1.00 l,ko,8006540869727,SREDSTVA ZA ČIŠĆENJE,5,5,,,7
DET ARIEL MOUNTAIN SPRI 2.25 L=50PR,90886346,ARIEL,2.25 l,ko,8700216691147,SREDSTVA ZA ČIŠĆENJE,24.49,10.88,,,23.99
DET ARIEL FRESH 1.65 kg=30PR,90886292,ARIEL,1.65 kg,ko,8700216733663,SREDSTVA ZA ČIŠĆENJE,18.39,11.15,,,17.99
DET ARIEL EX STAIN REMOV 1.8 L=40 PR,90886436,ARIEL,1.80 l,ko,8700216691093,SREDSTVA ZA ČIŠĆENJE,23.99,13.33,,,23.99
DET ARIEL OXI 1.65 kg=30PR,90886310,ARIEL,2.00 kg,ko,8700216739146,SREDSTVA ZA ČIŠĆENJE,20.49,10.25,,,19.59
DET ARIEL COLOR 38TAB,90886242,ARIEL,38.01 ko,ko,8700216765268,SREDSTVA ZA ČIŠĆENJE,24.49,0.64,,,23.99
DET ARIEL COLOR 13TAB,90662792,ARIEL,13.00 ko,ko,8001090726377,SREDSTVA ZA ČIŠĆENJE,8,0.62,,,11.79
SIRNI NAMAZ NATUR 200g ARLA,90707922,ARLA,0.20 kg,ko,5711953158445,HRANA,2.65,13.25,,,2.39
MESNI NAREZAK 100g ASCOMMERCE,02169584,ASCOMMERCE,0.10 kg,ko,3858881331020,HRANA,0.89,8.9,,,0.85
PAŠTETA ČAJNA 100g ASSCOMMERCE,90058331,ASCOMMERCE,0.10 kg,ko,3858881333864,HRANA,0.89,8.9,,,0.69
MARAMICE VL ASEPSOL FRESH 20/1,90484547,ASEPSOLETA,20.00 ko,ko,3856007908439,KOZMETIKA,2.29,0.11,,,1.89
KREMA ZA RUKE ATRIX 100ML TUBA 4932,06591062,ATRIX,0.10 l,ko,9005800374826,KOZMETIKA,4.09,40.9,,,3.89
KREMA ZA RUKE ATRIX 150ML 0047,06590145,ATRIX,0.15 l,ko,9005800375519,KOZMETIKA,4.59,30.6,,,4.29
TORTELLONI PRŠUT 450G AURELIA,90647855,AURELIA,0.45 kg,ko,3859893533969,HRANA,5.69,12.64,,,5.09
TORTELLONI 4 VRSTE SIRA 450g,90054298,AURELIA,0.45 kg,ko,3859890561033,HRANA,5.69,12.64,,,5.09
TORTELLONI RICOTTA ŠPINAT 450g,90290449,AURELIA,0.45 kg,ko,3859892780654,HRANA,5.69,12.64,,,5.09
RAVIOLI OVČJI SIR 250g NAŠE KLASJE,02373843,AURELIA,0.25 kg,ko,3859890561293,HRANA,3.39,13.56,,,3.09
RAVIOLI ISTARSKI TARTUFI 250g NAŠE K,02373842,AURELIA,0.25 kg,ko,3859890561309,HRANA,3.89,15.56,,,3.49
TORTELLINI DALMAT PRŠUT 250g KLASJE,02373691,AURELIA,0.25 kg,ko,3859890561071,HRANA,3.39,13.56,,,3.09
TORTELLINI 4 VRSTE SIRA 250g KLASJE,02373688,AURELIA,0.25 kg,ko,3859890561019,HRANA,3.39,13.56,,,3.09
SET AFR DEO150+SG250,90826236,AXE,1.00 ko,ko,8720182854902,KOZMETIKA,6,6,,,6
DEO AXE BLACK 150ML,90154697,AXE,0.15 l,ko,8712561614122,KOZMETIKA,5.69,37.93,,,4.89
DEO AXE EXCITE 150ML,06550302,AXE,0.15 l,ko,8718114650708,KOZMETIKA,5.69,37.93,,,4.89
GEL TUŠ AXE BLACK 250 ml,90154711,AXE,0.25 l,ko,8710447276600,KOZMETIKA,2.99,11.96,,,2.99
GEL TUŠ AXE AFRICA 400ml,90068783,AXE,0.40 l,ko,54024892,KOZMETIKA,5.69,14.23,,,5.39
DEO AXE AFRICA 150ml    5874,06550028,AXE,0.15 l,ko,8717644013045,KOZMETIKA,5.69,37.93,,,4.55
LOSION AXE AS 100ML AFR 5938,06560098,AXE,0.10 l,ko,8720181343445,KOZMETIKA,10.39,103.9,,,9.69
GEL TUŠ AXE AFRICA 250  4827,06520306,AXE,0.25 l,ko,8710447279793,KOZMETIKA,2.99,11.96,,,2.99
KRUH POLUBIJELI 700g BABIĆ,90049419,BABIĆ,0.70 kg,ko,3858884711041,HRANA,1.04,1.49,,,1.04
PECIVO BAKINO 120g PAK 1/1 BABIĆ,90381388,BABIĆ,0.12 kg,ko,3858884719498,HRANA,0.93,7.75,,,0.85
KRUH FRANCUZ ŠKURI SA SJEM 300g PAK BABIĆ,90330765,BABIĆ,0.30 kg,ko,3858884719474,HRANA,1.95,6.5,,,1.79
KRUH MORNAR 650g BABIĆ,90308440,BABIĆ,0.65 kg,ko,3858884711898,HRANA,1.69,2.6,,,1.55
KRUH VRLIČKA POGAČA 500g BABIĆ,90407976,BABIĆ,0.50 kg,ko,3858892790601,HRANA,1.79,3.58,,,1.65
PECIVO PANIN 150g PAK BABIĆ,90381396,BABIĆ,0.15 kg,ko,3858884719467,HRANA,1.05,7,,,0.95
PECIVO HOT DOG 180g PAK 2/1 BABIĆ,90381389,BABIĆ,0.18 kg,ko,3858884719061,HRANA,1.59,8.83,,,1.45
KRUH GRAHAM 300g PAK BABIĆ,90330770,BABIĆ,0.30 kg,ko,3858884719948,HRANA,1.75,5.83,,,1.59
KRUH FRANCUZ 500G BABIĆ,90152107,BABIĆ,0.50 kg,ko,3858884719269,HRANA,2.05,4.1,,,1.85
KRUH POLUBIJELI 500g BABIĆ,90049418,BABIĆ,0.50 kg,ko,3858884719153,HRANA,1.09,2.18,,,0.99
PECIVO PANIN 150g BABIĆ,04015808,BABIĆ,0.15 kg,ko,3858884712291,HRANA,0.99,6.6,,,0.89
VL MAR LUMPI SOFT 4X80/1,90184815,LUMPI,319.49 ko,ko,3850334563972,TOALETNE POTREPŠTINE,4.89,0.02,,,4.79
GAZ PIĆE FENTIMANS ROSE LEMONADE 0.75L,90599349,FENTIMANS,0.75 l,ko,5029396738767,PIĆE,8.09,10.79,,,7.59
PIĆE GAZ FENTIMANS ROSE LEMON 0.2L,90411292,FENTIMANS,0.20 l,ko,5029366739015,PIĆE,2.75,13.75,,,2.55
GAZ PIĆE FENTIMANS GINGER BEER 0.2l,90485637,FENTIMANS,0.20 l,ko,5029396000727,PIĆE,2.75,13.75,,,2.55
CORNFLAKES SANTE 500g VR,90405577,SANTE,0.50 kg,ko,5900617031457,HRANA,2.19,4.38,,,2.49
PARTY MIX CROCO 500g,90298492,CROCO,0.50 kg,ko,5941194000917,HRANA,3.89,7.78,,,3.59
PIVO TUBORG GREEN 4 PACK LIM 0.50L,90236733,TUBORG GREEN,2.00 l,ko,3858887584123,PIĆE,6.19,3.1,,,5.69
SOL KAMENA 1kg TUZLA,04110354,TUZLA,1.00 kg,ko,3870009000014,HRANA,0.83,0.83,,,0.82
TOAST CLASSIC 750g TVOJIH 5 MINUTA,90299548,TVOJIH 5 MIN,0.75 kg,ko,8606018730476,HRANA,3.09,4.12,,,2.85
TOAST CLASSIC 500g TVOJIH 5 MINUTA,90299542,TVOJIH 5 MIN,0.50 kg,ko,8606018730469,HRANA,1.75,3.5,,,1.59
PECIVO BURGER BUNS 2/1 170g DON,90627890,TVOJIH 5 MIN,0.17 kg,ko,3858885565452,HRANA,1.95,11.47,,,1.75
PECIVO BIJELO 8/1 400 g DON DON,90920526,TVOJIH 5 MIN,0.40 kg,ko,3830085171718,HRANA,2.35,5.88,,,2.35
PECIVO OBITELJSKO XXL 480 g,90745930,TVOJIH 5 MIN,0.48 kg,ko,3858885565629,HRANA,2.25,4.69,,,2.05
TOAST SA SJEMENKAMA 500g TVOJIH 5 MINUTA,90299557,TVOJIH 5 MIN,0.50 kg,ko,8606018730490,HRANA,2.65,5.3,,,2.45
SLAD TWICE JAG VAN ČOK 1.7L LEDO,02351092,TWICE,1.70 l,ko,3850116768441,HRANA,5.19,3.05,,,4.79
SLAD TWICE VANILIJA ČOKOLADA 1L LEDO,02350875,TWICE,1.00 l,ko,3850116712970,HRANA,3.39,3.39,,,3.19
SLAD TWICE ŠUM VAN PUNČ 1.7L LEDO,02351382,TWICE,1.70 l,ko,3850116867519,HRANA,5.19,3.05,,,4.79
SLAD TWICE VANILIJA JAGODA 1L LEDO,02350876,TWICE,1.00 l,ko,3850116713045,HRANA,3.39,3.39,,,3.19
ČAJ EARL GREY TWININGS 50g,04095846,TWININGS,0.05 kg,ko,0070177077563,HRANA,5.19,103.8,,,4.78
ČAJ ENGLISH BREAKFAST 50g,04095668,TWININGS,0.05 kg,ko,0070177077693,HRANA,4.89,97.8,,,4.51
ČAJ TEEKANNE DETOX&SLIM 32g,90233061,TEEKANNE,0.03 kg,ko,5901086046799,HRANA,2.95,92.19,,,2.75
OBLATNE 200g TENA,04150009,TENA,0.20 kg,ko,3859892466022,HRANA,1.35,6.75,,,1.25
KRUPICA KUKURUZNA 750g TENA,04030157,TENA,0.75 kg,ko,3858887101757,HRANA,1.65,2.2,,,1.59
KRUH POLUBIJELI 600g TEPIĆ,04015617,TEPIĆ,0.60 kg,ko,,HRANA,0.89,1.48,,,0.89
LEPINJA 150g TEPIĆ,04015620,TEPIĆ,0.15 kg,ko,,HRANA,0.89,5.93,,,0.82
KRUH FRANCUZ 250g TEPIĆ,04015618,TEPIĆ,0.25 kg,ko,,HRANA,1.15,4.6,,,1.06
KRUH FRANCUZ KUKURUZNI 300g TEPIĆ,90056740,TEPIĆ,0.30 kg,ko,,HRANA,1.55,5.17,,,1.46
PECIVO PANIN BUBLICA 100g TEPIĆ,04015625,TEPIĆ,0.10 kg,ko,,HRANA,0.67,6.7,,,0.64
KRUH KOCKA 600G TEPIĆ,90283041,TEPIĆ,0.60 kg,ko,,HRANA,2.09,3.48,,,1.92
KRUH DOMAĆI 400g TEPIĆ,04015613,TEPIĆ,0.40 kg,ko,,HRANA,1.69,4.23,,,1.59
KRUH BIJELA PEKA 600g TEPIĆ,90726164,TEPIĆ,0.60 kg,ko,,HRANA,1.95,3.25,,,1.86
KRUH POGAČA 600g TEPIĆ,04015622,TEPIĆ,0.60 kg,ko,,HRANA,1.89,3.15,,,1.76
